0,[]
1,[0],1.7725522293831204,1
2,[0],2.3313585551841283,2
3,[0],3.1833613342521168,2
4,[2],3.487073132766837,2
5,[2],3.573064985778144,2
6,"[1, 2]",5.308873861273547,1
7,[4],5.885935448030495,2
8,"[1, 4]",5.994912645328483,2
9,"[4, 1]",6.152898698582665,3
10,"[5, 6]",6.631635901743884,1
11,"[7, 8]",8.02835095097845,2
12,[10],11.157162673900128,2
13,[10],11.188593820268098,1
14,"[10, 11]",11.658750217324076,1
15,[10],12.114717028071217,2
16,[14],14.668655729296287,3
17,[16],18.058466010089532,2
18,[16],19.086451563948273,3
19,"[16, 15]",19.374545192640667,0
20,[17],19.823143356027874,2
21,[17],20.907803601701765,3
22,[18],21.363696235051233,0
23,"[19, 20]",22.003166242347987,1
24,"[19, 20]",22.3931594704889,1
25,[20],22.825588277518833,3
26,[22],23.63767980164794,3
27,"[19, 20]",23.841319681194562,2
28,"[24, 21]",24.22169763992651,1
29,"[28, 27]",26.77172541175005,1
30,[28],27.57528593546933,1
31,"[28, 27]",28.021738444682313,3
32,"[29, 23]",29.987332830033118,0
33,[31],30.254828878447167,1
34,[31],31.07427984446674,0
35,[31],31.414830798914757,2
36,"[29, 33]",31.864598560044183,1
37,"[33, 32]",32.5876114238054,1
38,"[37, 36]",36.060809355136,2
39,[38],38.69193649928585,3
40,[38],40.305438171771314,2
41,[40],46.44751373607977,1
42,[41],51.12591057281486,2
43,[41],51.26233465055556,1
44,"[39, 41]",51.551433850698814,0
45,[44],53.755572379674135,0
46,"[42, 45]",57.023095774916406,1
47,"[43, 45]",58.12189931376572,2
48,[45],58.68321858515522,0
49,"[45, 43]",58.852530843290175,3
50,"[46, 47]",59.292039875884086,2
51,"[46, 43]",59.862464661347104,1
52,"[46, 47]",60.55695339137215,1
53,"[48, 51]",62.13575233044714,3
54,"[49, 52]",62.6908744719462,0
55,"[53, 52]",64.38176925706814,2
56,"[53, 54]",64.73964858486833,1
57,[54],65.44825047286166,1
58,"[57, 56]",68.01398620110938,3
59,[57],68.7570653406406,0
60,[58],69.1190771756077,3
61,"[56, 57]",69.42363632861418,1
62,"[57, 56]",69.91079449514362,2
63,[58],70.03233425197604,2
64,[58],70.19624210958781,2
65,"[61, 55]",70.79929558110587,1
66,[60],71.44949896003396,0
67,[60],71.62548748910253,3
68,"[60, 65]",72.84759955614165,2
69,"[67, 68]",75.12636767981662,3
70,"[69, 62]",79.27859873533289,2
71,"[69, 66]",79.91366410977189,0
72,[69],80.02448518011411,3
73,"[69, 66]",80.36879680664532,0
74,[69],80.77826965634848,1
75,[70],81.36987434651383,2
76,"[70, 73]",81.48885292080264,0
77,[76],82.97085748999554,0
78,"[76, 75]",84.52808023926401,1
79,"[77, 72]",84.53519432999964,0
80,[76],84.56251023398582,1
