0,[]
81,"[71, 75]",84.74112980535537,3
82,"[77, 75]",85.5844373679505,3
83,"[77, 75]",85.59703159573715,2
84,"[79, 82]",86.98300081706634,3
85,"[80, 79]",87.54693733908172,2
86,[84],88.83853480226422,3
87,[84],89.26581126457059,0
88,[84],90.02187969452504,1
89,[86],91.54753418102085,0
90,[86],91.60980539403916,3
91,[90],93.761228699395,1
92,[88],96.23269429219317,0
93,"[87, 91]",96.45029946121575,3
94,"[88, 91]",97.50883677460835,1
95,[93],99.426777076538,0
96,"[92, 94]",99.88301113261984,2
97,[93],99.98916500069662,0
98,[94],101.69618230292936,3
99,[97],103.09075774382414,0
100,"[96, 97]",103.4916776184162,1
101,[99],105.14156827426342,3
102,"[100, 101]",107.02429437812008,3
103,"[101, 98]",107.28371279232918,2
104,"[100, 101]",107.3073121222785,3
105,"[101, 100]",107.85405785971909,2
106,"[98, 101]",108.40719984302365,0
107,[102],109.00631495282224,3
108,"[105, 102]",109.31993466414738,2
109,[104],110.35040229396269,2
110,"[108, 104]",110.97353996181734,2
111,[110],113.72373820557416,2
112,"[110, 107]",114.70438756969372,0
113,"[111, 112]",115.79855653789855,0
114,"[112, 111]",116.37367808503708,0
115,"[111, 112]",116.81217453759766,2
116,"[111, 112]",117.23499880242473,2
117,[112],117.29302292151526,1
118,[112],117.39437034805609,1
119,"[114, 117]",124.0179859050537,1
120,"[117, 113]",125.97894226978651,0
121,"[119, 113]",126.79279759849862,0
122,"[119, 116]",126.82467268554848,0
123,[119],126.85943010629745,2
124,"[113, 119]",126.86811608963399,3
125,[119],127.47436401986599,1
126,[124],127.95042523400379,3
127,[123],128.27269390733892,2
128,[126],129.39691431408448,3
129,"[125, 122]",131.57791796850572,2
130,"[128, 127]",131.6463941699864,2
131,"[125, 128]",131.71799529480015,1
132,"[122, 128]",133.2447336408237,0
133,"[131, 129]",133.94086117721855,0
134,"[129, 131]",134.27841524388927,1
135,"[131, 129]",134.3828804495023,2
136,[133],136.19699841042402,1
137,"[130, 135]",136.47927991064282,3
138,"[133, 135]",136.48297935281948,0
139,"[133, 135]",136.67409428268977,3
140,"[135, 130]",137.17485994539484,0
141,[138],137.69554730286626,0
142,[139],139.08169710055463,0
143,[142],140.51557480223377,0
144,"[141, 140]",141.55506561532246,0
145,"[141, 143]",142.64432636127657,1
146,"[140, 143]",142.68003387564607,3
147,[146],144.07945122642278,3
148,[147],148.34961397457428,3
149,"[145, 147]",148.907207104726,3
150,[147],149.3595770139224,1
151,"[136, 147]",149.68509353365323,0
152,"[147, 145]",149.7629538792859,2
153,"[147, 145]",150.03638482951544,1
154,[149],151.54811022484822,3
155,[150],151.64491476788356,3
156,"[150, 152]",152.4873599831827,1
157,"[149, 150]",152.97574525841117,0
158,"[151, 150]",153.10399160988544,2
159,"[155, 151]",153.49896813741398,3
160,"[154, 155]",154.15283735493549,3
161,"[155, 154]",154.7835464897208,2
162,"[158, 159]",156.97967998537732,3
163,"[159, 158]",157.20966080531596,2
164,"[162, 161]",159.95120712755278,2
165,"[163, 162]",161.60807968494882,3
166,"[163, 157]",162.11767216030933,0
167,[163],162.27192238727557,2
168,"[164, 163]",162.5080220983424,0
169,"[163, 164]",162.97717622942963,0
170,[163],163.0797890056757,1
171,[165],163.62603705457562,2
172,[165],163.95174664055537,3
173,"[170, 166]",167.06632640300487,1
174,"[172, 160]",167.09298564649376,0
175,[172],167.52903894012323,1
176,"[170, 171]",167.97642872387829,1
177,"[173, 174]",169.50454660299525,3
178,"[171, 174]",169.7890170586674,3
179,[174],171.000294508758,1
180,"[178, 177]",171.05165085855552,3
181,[178],172.998615334399,0
182,"[176, 180]",173.05174013599114,3
183,[180],173.28692141715857,1
184,[180],173.98361115633267,2
185,"[179, 184]",179.84674058924742,2
186,"[183, 182]",180.506658645763,3
187,"[183, 184]",180.88925585326277,1
188,[182],182.0157306546975,1
189,"[186, 187]",185.72430113791984,0
190,"[189, 188]",188.66632877031807,3
191,[190],193.5071458457423,2
192,"[191, 185]",197.21973307452694,1
193,[191],198.4201477699851,2
194,[193],202.30515595147583,2
195,[193],202.74240849146835,3
196,"[193, 192]",203.14189726086877,0
197,[195],204.1573386177758,3
198,"[194, 196]",206.56299088068218,0
199,[197],206.65117869240817,3
200,[196],208.32062317994607,3
