Transaction ID,Approved Transactions,Arrival Time,Exit Probability,Agent ID,Cumulative Weight Multi-Agent,Exit Probability Multi-Agent,Confirmation Confidence Multi-Agent
129,"[125, 122]",131.57791796850572,0,2,"{0: 69, 1: 69, 2: 69, 3: 69}","{0: 0.30706043051162857, 1: 0.30471328497433686, 2: 0.30421699224713583, 3: 0.22314479800840403}",{}
130,"[128, 127]",131.6463941699864,0,2,"{0: 59, 1: 59, 2: 59, 3: 59}","{0: 0.004782118668131519, 1: 0.00479636205594876, 2: 0.005326189223983453, 3: 0.005303556969998897}",{}
131,"[125, 128]",131.71799529480015,0,1,"{0: 69, 1: 69, 2: 69, 3: 69}","{0: 0.6881574508202379, 1: 0.6904903529697124, 2: 0.6904568185288785, 3: 0.7715516450215949}",{}
132,"[122, 128]",133.2447336408237,0,0,"{1: 1, 3: 1, 0: 1, 2: 1}","{0: 2.2400434670239932e-15, 1: 2.2458121515303323e-15, 2: 2.2454436932467134e-15, 3: 2.397877980609999e-15}",{}
133,"[131, 129]",133.94086117721855,0,0,"{1: 64, 0: 64, 2: 64, 3: 64}","{0: 0.37573522451790137, 1: 0.37572984705973883, 2: 0.3755298157563715, 3: 0.3755383603526773}",{}
134,"[129, 131]",134.27841524388927,0,1,"{1: 1, 3: 1, 0: 1, 2: 1}","{0: 1.2934599092487025e-14, 1: 1.2934413974720765e-14, 2: 1.292752794289257e-14, 3: 1.2927822088664407e-14}",{}
135,"[131, 129]",134.3828804495023,0,2,"{3: 65, 0: 65, 1: 65, 2: 65}","{0: 0.6194826568139522, 1: 0.6194737908842974, 2: 0.6191439950196299, 3: 0.6191580826773088}",{}
136,[133],136.19699841042402,0,1,"{0: 43, 1: 43, 3: 43, 2: 43}","{0: 0.00012597723277666683, 1: 0.00012598551059842515, 2: 0.00012591843834934083, 3: 0.00012592130342736662}",{}
137,"[130, 135]",136.47927991064282,0,3,"{0: 1, 1: 1, 3: 1, 2: 1}","{0: 1.9535115466400594e-13, 1: 1.9537578738585022e-13, 2: 1.9587868270884273e-13, 3: 1.95857200883515e-13}",{}
138,"[133, 135]",136.48297935281948,0,0,"{0: 42, 1: 41, 2: 41, 3: 41}","{0: 0.00016854172013936158, 1: 0.0001022312364324663, 2: 0.00010217681049950286, 3: 0.00010217913537374958}",{}
139,"[133, 135]",136.67409428268977,0,3,"{0: 59, 1: 59, 2: 59, 3: 59}","{0: 0.8283435944313515, 1: 0.8283882888320767, 2: 0.8279472709294373, 3: 0.8279661095805797}",{}
140,"[135, 130]",137.17485994539484,0,0,"{0: 57, 1: 57, 2: 57, 3: 57}","{0: 0.17136188661552224, 1: 0.17138349442068201, 2: 0.17182463382150273, 3: 0.1718057899804083}",{}
141,[138],137.69554730286626,0,0,"{0: 41, 1: 41, 2: 41, 3: 41}","{0: 0.00016854172013936158, 1: 0.0001022312364324663, 2: 0.00010217681049950286, 3: 0.00010217913537374958}",{}
142,[139],139.08169710055463,0,0,"{0: 58, 1: 57, 2: 57, 3: 57}","{0: 0.8283435944313515, 1: 0.8283882888320767, 2: 0.8279472709294373, 3: 0.8279661095805797}",{}
143,[142],140.51557480223377,0,0,"{1: 57, 0: 57, 2: 57, 3: 57}","{0: 0.8283435944313515, 1: 0.8283882888320767, 2: 0.8279472709294373, 3: 0.8279661095805797}",{}
144,"[141, 140]",141.55506561532246,0,0,"{2: 1, 3: 1, 1: 1, 0: 1}","{0: 2.4323987760786663e-12, 1: 1.819969422633867e-12, 2: 1.821720486295023e-12, 3: 1.4762696809325583e-12}",{}
145,"[141, 143]",142.64432636127657,0,1,"{3: 39, 0: 39, 1: 39, 2: 39}","{0: 0.0006264323616166234, 1: 0.0005601465846321789, 2: 0.0005598483734246383, 3: 0.00037983767729954474}",{}
146,"[140, 143]",142.68003387564607,0,3,"{3: 55, 0: 54, 1: 54, 2: 54}","{0: 0.9992475904029641, 1: 0.999313867902739, 2: 0.9993142331861932, 3: 0.999494241017586}",{}
147,[146],144.07945122642278,0,3,"{3: 54, 0: 54, 1: 54, 2: 54}","{0: 0.9992475904029641, 1: 0.999313867902739, 2: 0.9993142331861932, 3: 0.999494241017586}",{}
148,[147],148.34961397457428,0,3,"{3: 1, 1: 1, 0: 1, 2: 1}","{0: 1.5588064050368006e-10, 1: 1.5589097966207797e-10, 2: 1.558910366455717e-10, 3: 1.5591911750993673e-10}",{}
149,"[145, 147]",148.907207104726,0,3,"{3: 35, 0: 35, 1: 35, 2: 35}","{0: 0.002910195776788164, 1: 0.0028440614878964226, 2: 0.0028437641115919747, 3: 0.002664164852876361}",{}
150,[147],149.3595770139224,0,1,"{3: 47, 0: 47, 1: 47, 2: 47}","{0: 0.921335964895203, 1: 0.9213970747190269, 2: 0.9213974115212238, 3: 0.921563384089602}",{}
151,"[136, 147]",149.68509353365323,0,0,"{1: 42, 0: 42, 2: 42, 3: 42}","{0: 0.07575383864334788, 1: 0.07575886312097413, 2: 0.07575882369513293, 3: 0.07577245041825788}",{}
152,"[147, 145]",149.7629538792859,0,2,"{1: 2, 0: 2, 2: 2, 3: 2}","{0: 3.2749939020810606e-10, 1: 3.200569564527399e-10, 2: 3.2002349115836153e-10, 3: 2.998122571993505e-10}",{}
153,"[147, 145]",150.03638482951544,0,1,"{1: 1, 0: 1, 2: 1, 3: 1}","{0: 1.9863842119840773e-10, 1: 1.9412435694289794e-10, 2: 1.9410405921582115e-10, 3: 1.818453261490558e-10}",{}
154,[149],151.54811022484822,0,3,"{3: 31, 0: 31, 1: 31, 2: 31}","{0: 0.0028248914466473267, 1: 0.002760695701292157, 2: 0.0027604070417505647, 3: 0.0025860722379491955}",{}
155,[150],151.64491476788356,0,3,"{3: 43, 0: 42, 1: 42, 2: 42}","{0: 0.6734897978100179, 1: 0.6735344686407024, 2: 0.6735347148406252, 3: 0.75340059444105}",{}
156,"[150, 152]",152.4873599831827,0,1,"{2: 1, 3: 1, 0: 1, 1: 1}","{0: 1.7156653266396365e-09, 1: 1.708314966328753e-09, 2: 1.7082820084902373e-09, 3: 1.2416781698773048e-09}",{}
157,"[149, 150]",152.97574525841117,0,0,"{3: 24, 2: 24, 0: 24, 1: 24}","{0: 0.00016841957414294906, 1: 0.0001664865434248406, 2: 0.00016647785704546888, 3: 0.0001344860280595591}",{}
158,"[151, 150]",153.10399160988544,0,2,"{2: 40, 3: 40, 0: 40, 1: 40}","{0: 0.285639969774691, 1: 0.285658915493733, 2: 0.2856589863527025, 3: 0.20599262050268263}",{}
159,"[155, 151]",153.49896813741398,0,3,"{3: 40, 0: 40, 1: 40, 2: 40}","{0: 0.7107531165664578, 1: 0.710800258937422, 2: 0.7108004852001174, 3: 0.7906004142553238}",{}
160,"[154, 155]",154.15283735493549,0,3,"{3: 26, 2: 26, 0: 26, 1: 26}","{0: 0.0034383973306274414, 1: 0.0033742440503591155, 2: 0.003373955623066691, 3: 0.0032723875228710692}",{}
161,"[155, 154]",154.7835464897208,0,2,"{3: 4, 2: 4, 0: 4, 1: 4}","{0: 9.468125393912837e-08, 1: 9.291470038639948e-08, 2: 9.290675812287057e-08, 3: 9.010993327628376e-08}",{}
162,"[158, 159]",156.97967998537732,0,3,"{2: 34, 0: 34, 1: 34, 3: 34}","{0: 0.1817675306928161, 1: 0.18177958684725284, 2: 0.1817796410498282, 3: 0.1818040063874956}",{}
163,"[159, 158]",157.20966080531596,0,2,"{2: 37, 3: 37, 0: 37, 1: 37}","{0: 0.8146255556483327, 1: 0.8146795875839021, 2: 0.8146798305029918, 3: 0.8147890283705108}",{}
164,"[162, 161]",159.95120712755278,0,2,"{0: 3, 1: 3, 2: 3, 3: 3}","{0: 5.055348201340342e-07, 1: 5.03795517400118e-07, 2: 5.037876976519872e-07, 3: 5.010459463701567e-07}",{}
165,"[163, 162]",161.60807968494882,0,3,"{2: 30, 0: 30, 1: 30, 3: 30}","{0: 0.9360591586288209, 1: 0.9361212449306777, 2: 0.9361215240609322, 3: 0.9362469997022071}",{}
166,"[163, 157]",162.11767216030933,0,0,"{1: 23, 0: 23, 2: 23, 3: 23}","{0: 0.022946065481873966, 1: 0.022945643231523077, 2: 0.022945641337374773, 3: 0.022916702776657926}",{}
167,[163],162.27192238727557,0,2,"{2: 1, 1: 1, 0: 1, 3: 1}","{0: 6.272154928447108e-07, 1: 6.272570943717713e-07, 2: 6.27257281405698e-07, 3: 6.273413575727403e-07}",{}
168,"[164, 163]",162.5080220983424,0,0,"{1: 1, 0: 1, 3: 1, 2: 1}","{0: 8.799829029117279e-07, 1: 8.791548530718303e-07, 2: 8.791511302316916e-07, 3: 8.778643307578187e-07}",{}
169,"[163, 164]",162.97717622942963,0,0,"{1: 1, 0: 1, 3: 1, 2: 1}","{0: 8.799829029117279e-07, 1: 8.791548530718303e-07, 2: 8.791511302316916e-07, 3: 8.778643307578187e-07}",{}
170,[163],163.0797890056757,0,1,"{1: 24, 0: 24, 2: 24, 3: 24}","{0: 0.03755398930455186, 1: 0.03755648016027865, 2: 0.03755649135877449, 3: 0.03756152534711484}",{}
171,[165],163.62603705457562,0,2,"{0: 24, 1: 24, 2: 24, 3: 24}","{0: 0.17076108232659984, 1: 0.17077240845273728, 2: 0.17077245937322014, 3: 0.17079534933280466}",{}
172,[165],163.95174664055537,0,3,"{0: 27, 1: 27, 2: 27, 3: 27}","{0: 0.765298076302221, 1: 0.7653488364779404, 2: 0.765349064687712, 3: 0.7654516503694024}",{}
173,"[170, 166]",167.06632640300487,0,1,"{3: 22, 0: 22, 1: 22, 2: 22}","{0: 0.058719024052356454, 1: 0.05872097452672455, 2: 0.05872098329997365, 3: 0.05869683998630454}",{}
174,"[172, 160]",167.09298564649376,0,0,"{3: 25, 0: 25, 1: 25, 2: 25}","{0: 0.7687287211702379, 1: 0.7687153275514889, 2: 0.7687152673316562, 3: 0.768716283873959}",{}
175,[172],167.52903894012323,0,1,"{3: 1, 1: 1, 0: 1, 2: 1}","{0: 7.75246261062166e-06, 1: 7.752976810743885e-06, 2: 7.752979122506815e-06, 3: 7.754018314537104e-06}",{}
176,"[170, 171]",167.97642872387829,0,1,"{0: 16, 3: 16, 1: 16, 2: 16}","{0: 0.014734655657822978, 1: 0.014735632968146258, 2: 0.014735637361979857, 3: 0.009881506714244039}",{}
177,"[173, 174]",169.50454660299525,0,3,"{3: 21, 0: 20, 1: 20, 2: 20}","{0: 0.3488454969932815, 1: 0.34884239257213107, 2: 0.34884237861776873, 3: 0.3488579108481284}",{}
178,"[171, 174]",169.7890170586674,0,3,"{3: 22, 0: 21, 1: 21, 2: 21}","{0: 0.6361451445337545, 1: 0.6361472773668139, 2: 0.6361472869530652, 3: 0.641089960215045}",{}
179,[174],171.000294508758,0,1,"{3: 6, 1: 6, 2: 6, 0: 6}","{0: 0.00026456109840476986, 1: 0.00026455648893670877, 2: 0.0002645564682118098, 3: 0.00016048355311903275}",{}
180,"[178, 177]",171.05165085855552,0,3,"{3: 20, 0: 20, 1: 20, 2: 20}","{0: 0.9849121446666604, 1: 0.9849111728153894, 2: 0.9849111684460956, 3: 0.9898687640393635}",{}
181,[178],172.998615334399,0,0,"{2: 1, 1: 1, 0: 1, 3: 1}","{0: 7.849686037544273e-05, 1: 7.849712355547374e-05, 2: 7.849712473836516e-05, 3: 7.910702380976566e-05}",{}
182,"[176, 180]",173.05174013599114,0,3,"{2: 15, 3: 15, 0: 15, 1: 15}","{0: 0.34303870388004315, 1: 0.3430393572399427, 2: 0.34303936017734504, 3: 0.3398377613940319}",{}
183,[180],173.28692141715857,0,1,"{2: 15, 3: 15, 0: 15, 1: 15}","{0: 0.32830404822222015, 1: 0.32830372427179644, 2: 0.3283037228153652, 3: 0.32995625467978784}",{}
184,[180],173.98361115633267,0,2,"{2: 15, 0: 15, 1: 15, 3: 15}","{0: 0.32830404822222015, 1: 0.32830372427179644, 2: 0.3283037228153652, 3: 0.32995625467978784}",{}
185,"[179, 184]",179.84674058924742,0,2,"{0: 5, 3: 5, 1: 5, 2: 5}","{0: 0.0061695066411342515, 1: 0.006169496205025853, 2: 0.006169496158105275, 3: 0.0060951460280950515}",{}
186,"[183, 182]",180.506658645763,0,3,"{0: 13, 1: 13, 2: 13, 3: 13}","{0: 0.3776796663046328, 1: 0.377679911019387, 2: 0.3776799121195849, 3: 0.3765133130143584}",{}
187,"[183, 184]",180.88925585326277,0,1,"{0: 13, 1: 13, 2: 13, 3: 13}","{0: 0.48655112679060075, 1: 0.4865506466916055, 2: 0.48655064453315433, 3: 0.4889997195447057}",{}
188,[182],182.0157306546975,0,1,"{3: 12, 0: 12, 1: 12, 2: 12}","{0: 0.12951106168652046, 1: 0.1295113083564539, 2: 0.12951130946544276, 3: 0.12830257571956738}",{}
189,"[186, 187]",185.72430113791984,0,0,"{3: 12, 0: 12, 1: 12, 2: 12}","{0: 0.8642307930952335, 1: 0.8642305577109926, 2: 0.8642305566527393, 3: 0.8655130325590641}",{}
190,"[189, 188]",188.66632877031807,0,3,"{2: 11, 0: 11, 1: 11, 3: 11}","{0: 0.993741854781754, 1: 0.9937418660674464, 2: 0.993741866118182, 3: 0.9938156082786315}",{}
191,[190],193.5071458457423,0,2,"{1: 10, 0: 10, 2: 10, 3: 10}","{0: 0.993741854781754, 1: 0.9937418660674464, 2: 0.993741866118182, 3: 0.9938156082786315}",{}
192,"[191, 185]",197.21973307452694,0,1,"{2: 4, 3: 4, 0: 4, 1: 4}","{0: 0.12462643946679813, 1: 0.12462643037597725, 2: 0.12462643033510451, 3: 0.12456087048609607}",{}
193,[191],198.4201477699851,0,2,"{2: 8, 0: 8, 1: 8, 3: 8}","{0: 0.87528492195609, 1: 0.8752849318964949, 2: 0.8752849319411827, 3: 0.8753498838206303}",{}
194,[193],202.30515595147583,0,2,"{0: 2, 1: 2, 2: 2, 3: 2}","{0: 0.29176164065203, 1: 0.2917616439654983, 2: 0.2917616439803942, 3: 0.23990593385409936}",{}
195,[193],202.74240849146835,0,3,"{3: 3, 0: 2, 1: 2, 2: 2}","{0: 0.29176164065203, 1: 0.2917616439654983, 2: 0.2917616439803942, 3: 0.39553801611243156}",{}
196,"[193, 192]",203.14189726086877,0,0,"{0: 3, 1: 3, 2: 3, 3: 3}","{0: 0.4163880801188281, 1: 0.41638807434147557, 2: 0.41638807431549874, 3: 0.3644668043401954}",{}
197,[195],204.1573386177758,0,3,"{3: 2, 0: 2, 1: 2, 2: 2}","{0: 0.29176164065203, 1: 0.2917616439654983, 2: 0.2917616439803942, 3: 0.39553801611243156}",{}
198,"[194, 196]",206.56299088068218,0,0,"{0: 1, 1: 1, 2: 1, 3: 1}","{0: 0.708149720770858, 1: 0.7081497183069738, 2: 0.7081497182958929, 3: 0.6043727381942947}",{}
199,[197],206.65117869240817,0,3,"{0: 1, 1: 1, 2: 1, 3: 1}","{0: 0.29176164065203, 1: 0.2917616439654983, 2: 0.2917616439803942, 3: 0.39553801611243156}",{}
200,[196],208.32062317994607,0,3,{},{},{}
